"","Spp_name","Pres_Records","Model_Exp_Dev","Model_Rsqd","Model_Pvalue","Model_AUC","GCV","Pval_s(Depth)","Pval_s(Rugosity)","Pval_s(st)","Pval_s(SS)","Pval_s(bs)","Pval_s(bt)","Pval_s(sh)","Chi_s(Depth)","Chi_s(Rugosity)","Chi_s(st)","Chi_s(SS)","Chi_s(bs)","Chi_s(bt)","Chi_s(sh)","edf_s(Depth)","edf_s(Rugosity)","edf_s(st)","edf_s(SS)","edf_s(bs)","edf_s(bt)","edf_s(sh)","Conc_Concurvity_para","Conc_s(Depth)","Conc_s(Rugosity)","Conc_s(st)","Conc_s(SS)","Conc_s(bs)","Conc_s(bt)","Conc_s(sh)"
"1","b6",16,0.296560582357436,0.246246943040431,2.00460173499827e-07,0.858024691358025,-0.227430447641356,0.0837748757512654,0.064559565444733,0.0244824788940108,0.529167989890934,0.688868200250216,0.982910740280697,0.442165750645446,4.45261313328268,6.80267195532945,3.96884114085148,6.46595097960035e-06,4.23467243401461e-07,9.66913145829074e-08,3.55021208858005e-06,1.99090211825559,3.10199411946997,0.822669407487713,1.73449999001645e-05,2.88641500634802e-06,2.48341009603257e-05,6.22851185758283e-06,1.1016985610825e-21,0.843592368457598,0.598863725332795,0.952308118241093,0.969636078663054,0.981552300624493,0.92952644363884,0.923430972168122
"2","d743",22,0.544761673240002,0.510341673631604,6.40661658085414e-06,0.947272727272727,-0.224453212761671,0.15322768855973,0.474136708952605,0.860328420518714,0.00863966702813354,0.363336751927938,0.0334118713234297,0.128763840744337,8.40151253537481,7.49306626932141e-06,1.26040284647856e-07,6.39464067295935,1.42685631220313e-05,8.05937285936474,3.82138944076248,5.92990645052647,1.57623995113598e-05,3.48280335998407e-06,1.13676281062868,1.94592996194919e-05,3.61299486227456,2.29268726344774,1.104665416525e-21,0.843592368457594,0.598863725332815,0.952308118241094,0.969636078663054,0.981552300624493,0.929526443638838,0.923430972168122
"3","d862",15,0.625398809275697,0.571899713583455,0.676158254557836,0.969918699186992,-0.503047326353714,0.00258217047497784,0.0894101233433741,0.953404121980292,0.535587967983431,0.0737266945415834,0.446491031902049,0.696920991065911,9.927198788964,8.77059477384584,3.28797751307021e-08,1.1244498886149e-06,2.61284129851106,2.82784870049013e-06,1.43502032846667e-06,1.87166747801779,4.74915652391728,5.74077089232816e-06,3.03359757456793e-06,0.832304657244303,5.29673809941795e-06,9.68373723391294e-06,1.11048197606794e-21,0.843592368457599,0.598863725332808,0.952308118241095,0.969636078663054,0.981552300624494,0.929526443638839,0.923430972168123
"4","e402",8,0.999533950448781,0.999996969224492,0.595938893808837,1,-0.787456636981585,0.863704354255312,0.787674753036702,0.907975210382296,0.682426353662287,1,1,0.862485083316266,9.22947890712847e-08,0.112636132549116,0.0514031058821349,0.225602460075126,0.0252758944792512,0.280153068039481,0.157135608485943,5.96017560836989e-06,1.04926731035502,0.963605672182553,1.13694104655192,1.42618157490396,3.44847805007392,1.27099990062232,1.10863307006521e-21,0.843592368457599,0.598863725332811,0.952308118241095,0.969636078663054,0.981552300624493,0.929526443638838,0.923430972168123
"5","m1067",19,0.999874167280521,0.999998968527472,0.942746426591557,1,-0.743683958089309,0.774941122526335,0.700205514096125,1,1,0.75145135251902,1,0.619562416562457,0.00134200648296625,1.49726605367781e-10,0.0629296302861861,0.0162781588901487,2.11491319124992e-09,0.168890523841408,0.0012713068596746,0.0596042491357547,7.76519600011388e-09,5.81612065646918,1.49790865098725,2.13122046647065e-07,4.27519058365931,0.0327281019394755,3.58213173846363e-19,0.846488560220802,0.597048481598923,0.954240612820455,0.970201743670302,0.981623952849338,0.929190695932757,0.922765581666712
"6","m1068",21,0.999999976848408,0.999999999999982,0.998152083062408,1,-0.797515768465109,1,1,1,1,1,1,1,3.86163475966813e-06,2.21947136945446e-05,2.8246009190323e-06,7.76321307848633e-09,1.48095247592605e-05,2.53416636389499e-05,1.57001680333465e-06,0.668330889237746,1.12121038447243,0.407487520344677,0.026814055055107,1.49942714108028,4.97386732817232,0.224588847995227,1.64234115645781e-19,0.843329761065118,0.594044099899423,0.952326237357887,0.969673113206405,0.981555844316653,0.92839084636846,0.922659560892945
